,Age in 5-year groups,Type of place of residence,Number of household members,Source of drinking water,Time to get to water source (minutes),Type of toilet facility,Has electricity,Has radio,Age of head of household,Sons who have died,Daughters who have died,Total children ever born
7485,35-39,rural,5,tube well or borehole,20.0,pit latrine with slab,no,yes,40.0,2,0,6
7486,35-39,rural,9,protected well,5.0,pit latrine without slab/open pit,no,yes,60.0,0,0,4
7487,15-19,rural,9,protected well,5.0,pit latrine without slab/open pit,no,yes,60.0,0,0,0
7488,20-24,rural,9,protected well,5.0,pit latrine without slab/open pit,no,yes,60.0,0,0,1
7489,40-44,rural,10,tube well or borehole,15.0,pit latrine without slab/open pit,no,yes,55.0,0,0,6
7490,15-19,rural,10,tube well or borehole,15.0,pit latrine without slab/open pit,no,yes,55.0,0,0,0
7491,30-34,rural,6,tube well or borehole,13.0,pit latrine without slab/open pit,no,yes,45.0,0,0,2
7492,30-34,rural,6,tube well or borehole,13.0,pit latrine without slab/open pit,no,yes,45.0,0,0,0
7493,45-49,rural,16,tube well or borehole,20.0,pit latrine with slab,no,yes,,0,1,5
7494,30-34,rural,16,tube well or borehole,20.0,pit latrine with slab,no,yes,,1,1,7
7495,45-49,rural,4,public tap/standpipe,27.0,pit latrine without slab/open pit,no,yes,52.0,1,0,7
7496,35-39,rural,10,tube well or borehole,16.0,pit latrine with slab,no,yes,40.0,1,0,4
7497,30-34,rural,10,tube well or borehole,16.0,pit latrine with slab,no,yes,40.0,1,1,6
7498,30-34,rural,5,protected well,20.0,pit latrine without slab/open pit,no,no,60.0,0,0,2
7499,35-39,rural,7,tube well or borehole,16.0,pit latrine without slab/open pit,no,yes,67.0,0,1,6
7500,40-44,rural,8,tube well or borehole,10.0,ventilated improved pit latrine (vip),no,no,46.0,0,0,6
7501,40-44,rural,12,protected well,20.0,ventilated improved pit latrine (vip),no,yes,75.0,2,0,8
7502,15-19,rural,12,protected well,20.0,ventilated improved pit latrine (vip),no,yes,75.0,0,0,0
7503,40-44,rural,7,river/dam/lake/ponds/stream/canal/irrigation channel,10.0,pit latrine with slab,no,yes,33.0,2,0,8
7504,30-34,rural,7,river/dam/lake/ponds/stream/canal/irrigation channel,10.0,pit latrine with slab,no,yes,33.0,0,0,3
7505,25-29,rural,4,tube well or borehole,10.0,pit latrine without slab/open pit,no,no,35.0,0,0,2
7506,20-24,rural,10,tube well or borehole,30.0,pit latrine with slab,no,yes,60.0,0,0,1
7507,15-19,rural,10,tube well or borehole,30.0,pit latrine with slab,no,yes,60.0,0,0,0
7508,25-29,rural,10,tube well or borehole,30.0,pit latrine with slab,no,yes,60.0,0,0,2
7509,45-49,rural,11,tube well or borehole,16.0,pit latrine with slab,no,yes,70.0,3,0,7
7510,45-49,rural,11,tube well or borehole,16.0,pit latrine with slab,no,yes,70.0,1,3,9
7511,30-34,rural,5,tube well or borehole,17.0,ventilated improved pit latrine (vip),no,yes,40.0,0,0,3
7512,35-39,rural,7,public tap/standpipe,15.0,pit latrine without slab/open pit,no,no,40.0,0,0,5
7513,20-24,urban,4,piped to yard/plot,0.0,flush to septic tank,yes,yes,26.0,0,1,1
7514,30-34,urban,6,piped to yard/plot,0.0,pit latrine with slab,yes,yes,49.0,1,0,4
7515,30-34,urban,5,public tap/standpipe,12.0,pit latrine with slab,yes,yes,42.0,0,0,3
7516,25-29,urban,8,piped into dwelling,0.0,flush to septic tank,yes,yes,51.0,0,0,0
7517,25-29,urban,8,piped into dwelling,0.0,flush to septic tank,yes,yes,51.0,0,0,0
7518,40-44,urban,1,piped to yard/plot,0.0,ventilated improved pit latrine (vip),yes,yes,31.0,0,2,3
7519,25-29,urban,1,bottled water or sachets,5.0,pit latrine with slab,yes,yes,25.0,1,0,2
7520,30-34,urban,2,public tap/standpipe,5.0,flush to septic tank,yes,yes,30.0,0,0,0
7521,40-44,urban,8,piped to yard/plot,0.0,flush to septic tank,no,no,40.0,0,0,2
7522,35-39,urban,8,piped to yard/plot,0.0,flush to septic tank,no,no,40.0,0,0,2
7523,25-29,urban,8,piped to yard/plot,0.0,flush to septic tank,no,no,40.0,0,0,1
7524,25-29,urban,8,piped to yard/plot,0.0,flush to septic tank,no,no,40.0,0,0,1
7525,30-34,urban,7,public tap/standpipe,5.0,flush to septic tank,yes,yes,46.0,0,0,4
7526,15-19,urban,7,public tap/standpipe,5.0,flush to septic tank,yes,yes,46.0,0,0,0
7527,15-19,urban,7,public tap/standpipe,10.0,pit latrine with slab,yes,yes,56.0,0,0,0
7528,25-29,urban,7,public tap/standpipe,10.0,pit latrine with slab,yes,yes,56.0,0,0,1
7529,35-39,urban,8,public tap/standpipe,19.0,pit latrine with slab,yes,yes,40.0,0,0,4
7530,30-34,urban,1,bottled water or sachets,2.0,flush to septic tank,yes,yes,30.0,0,0,0
7531,25-29,urban,4,public tap/standpipe,6.0,pit latrine without slab/open pit,yes,no,33.0,0,0,2
7532,20-24,urban,1,public tap/standpipe,10.0,flush to septic tank,yes,no,21.0,0,0,1
7533,25-29,urban,2,public tap/standpipe,5.0,no facility/bush/field,yes,yes,29.0,0,0,1
7534,40-44,urban,9,public tap/standpipe,1.0,ventilated improved pit latrine (vip),yes,yes,65.0,0,0,2
7535,20-24,urban,9,public tap/standpipe,1.0,ventilated improved pit latrine (vip),yes,yes,65.0,0,0,0
7536,35-39,urban,4,public tap/standpipe,30.0,pit latrine with slab,no,yes,45.0,1,0,3
7537,15-19,urban,4,public tap/standpipe,30.0,pit latrine with slab,no,yes,45.0,0,0,0
7538,20-24,urban,12,piped into dwelling,0.0,flush to septic tank,yes,yes,70.0,0,0,0
7539,15-19,urban,12,piped into dwelling,0.0,flush to septic tank,yes,yes,70.0,0,0,0
7540,25-29,urban,12,piped into dwelling,0.0,flush to septic tank,yes,yes,70.0,1,0,1
7541,45-49,urban,12,piped into dwelling,0.0,flush to septic tank,yes,yes,70.0,1,4,12
7542,45-49,urban,5,piped to yard/plot,0.0,ventilated improved pit latrine (vip),yes,yes,74.0,2,0,7
7543,45-49,urban,3,public tap/standpipe,60.0,flush to septic tank,yes,yes,49.0,1,1,4
7544,15-19,urban,4,public tap/standpipe,10.0,pit latrine with slab,yes,yes,34.0,0,0,0
7545,15-19,urban,5,piped into dwelling,0.0,flush to septic tank,yes,yes,60.0,0,0,0
7546,35-39,urban,5,piped into dwelling,0.0,flush to septic tank,yes,yes,60.0,0,0,2
7547,15-19,urban,8,public tap/standpipe,5.0,pit latrine with slab,yes,yes,62.0,0,0,0
7548,30-34,urban,8,public tap/standpipe,5.0,pit latrine with slab,yes,yes,62.0,0,0,2
7549,25-29,urban,4,piped to yard/plot,0.0,flush to septic tank,yes,yes,30.0,0,0,2
7550,25-29,urban,6,public tap/standpipe,10.0,pit latrine with slab,yes,yes,40.0,1,0,3
7551,20-24,urban,6,public tap/standpipe,10.0,pit latrine with slab,yes,yes,40.0,0,0,0
7552,20-24,urban,3,piped to yard/plot,0.0,flush to septic tank,yes,yes,35.0,0,0,2
7553,45-49,urban,13,public tap/standpipe,15.0,pit latrine with slab,no,yes,59.0,0,0,8
7554,20-24,urban,13,public tap/standpipe,15.0,pit latrine with slab,no,yes,59.0,0,1,1
7555,15-19,urban,13,public tap/standpipe,15.0,pit latrine with slab,no,yes,59.0,0,0,0
7556,15-19,urban,13,public tap/standpipe,15.0,pit latrine with slab,no,yes,59.0,0,0,0
7557,20-24,urban,13,public tap/standpipe,15.0,pit latrine with slab,no,yes,59.0,0,0,0
7558,35-39,urban,3,piped to yard/plot,0.0,pit latrine with slab,yes,yes,38.0,0,1,5
7559,20-24,urban,4,public tap/standpipe,30.0,hanging toilet/latrine,yes,yes,22.0,0,0,1
7560,35-39,urban,5,public tap/standpipe,10.0,ventilated improved pit latrine (vip),yes,yes,42.0,1,0,3
7561,25-29,urban,5,public tap/standpipe,30.0,hanging toilet/latrine,yes,no,34.0,0,0,2
7562,15-19,urban,5,public tap/standpipe,30.0,hanging toilet/latrine,yes,no,34.0,0,0,0
7563,30-34,urban,3,public tap/standpipe,,pit latrine with slab,yes,yes,35.0,0,0,2
7564,20-24,urban,10,piped to yard/plot,0.0,flush to septic tank,yes,yes,58.0,0,0,0
7565,20-24,urban,10,piped to yard/plot,0.0,flush to septic tank,yes,yes,58.0,0,0,0
7566,15-19,urban,10,piped to yard/plot,0.0,flush to septic tank,yes,yes,58.0,0,0,0
7567,15-19,urban,6,public tap/standpipe,15.0,pit latrine with slab,yes,yes,59.0,0,0,0
7568,25-29,urban,7,protected well,60.0,bucket toilet,no,yes,38.0,1,0,4
7569,25-29,urban,7,protected well,60.0,bucket toilet,no,yes,38.0,0,0,1
7570,45-49,urban,7,public tap/standpipe,30.0,pit latrine with slab,yes,yes,52.0,0,0,3
7571,20-24,urban,5,public tap/standpipe,5.0,pit latrine with slab,yes,yes,20.0,0,0,0
7572,15-19,urban,5,public tap/standpipe,5.0,pit latrine with slab,yes,yes,20.0,0,0,0
7573,15-19,urban,5,public tap/standpipe,5.0,pit latrine with slab,yes,yes,20.0,0,0,0
7574,30-34,urban,6,public tap/standpipe,15.0,pit latrine with slab,yes,yes,35.0,1,0,4
7575,20-24,urban,6,public tap/standpipe,15.0,pit latrine with slab,yes,yes,35.0,0,0,1
7576,35-39,urban,3,public tap/standpipe,10.0,ventilated improved pit latrine (vip),yes,yes,36.0,0,0,1
7577,15-19,urban,3,public tap/standpipe,10.0,ventilated improved pit latrine (vip),yes,yes,36.0,0,0,0
7578,40-44,urban,6,public tap/standpipe,10.0,flush to septic tank,yes,yes,42.0,0,0,4
7579,15-19,urban,6,public tap/standpipe,10.0,flush to septic tank,yes,yes,42.0,0,0,0
7580,30-34,urban,7,public tap/standpipe,20.0,pit latrine with slab,yes,yes,51.0,1,0,3
7581,25-29,urban,7,public tap/standpipe,20.0,pit latrine with slab,yes,yes,51.0,0,0,2
7582,25-29,urban,2,piped to yard/plot,0.0,ventilated improved pit latrine (vip),yes,yes,28.0,0,0,1
7583,20-24,urban,10,public tap/standpipe,30.0,flush to septic tank,yes,yes,67.0,0,0,2
7584,30-34,urban,4,public tap/standpipe,10.0,pit latrine with slab,yes,yes,36.0,0,0,2
7585,25-29,urban,4,piped to yard/plot,0.0,ventilated improved pit latrine (vip),yes,yes,32.0,0,0,2
7586,30-34,urban,12,public tap/standpipe,30.0,pit latrine with slab,yes,yes,45.0,0,0,4
7587,15-19,urban,12,public tap/standpipe,30.0,pit latrine with slab,yes,yes,45.0,0,0,0
7588,15-19,urban,12,public tap/standpipe,30.0,pit latrine with slab,yes,yes,45.0,0,0,0
7589,30-34,urban,4,piped to yard/plot,0.0,flush to septic tank,yes,yes,36.0,0,0,2
7590,45-49,rural,7,tube well or borehole,20.0,pit latrine with slab,no,yes,50.0,2,5,13
7591,15-19,rural,7,tube well or borehole,20.0,pit latrine with slab,no,yes,50.0,0,0,1
7592,25-29,rural,7,tube well or borehole,9.0,pit latrine without slab/open pit,no,yes,43.0,0,0,5
7593,40-44,rural,6,tube well or borehole,30.0,pit latrine without slab/open pit,no,yes,43.0,1,1,4
7594,15-19,rural,6,tube well or borehole,30.0,pit latrine without slab/open pit,no,yes,43.0,0,1,1
7595,25-29,rural,5,tube well or borehole,10.0,no facility/bush/field,no,yes,30.0,0,2,5
7596,35-39,rural,8,tube well or borehole,12.0,no facility/bush/field,no,no,40.0,0,0,6
7597,25-29,rural,7,tube well or borehole,20.0,no facility/bush/field,no,yes,35.0,1,0,3
7598,20-24,rural,5,tube well or borehole,12.0,pit latrine without slab/open pit,no,yes,58.0,0,0,2
7599,35-39,rural,8,tube well or borehole,11.0,pit latrine without slab/open pit,no,yes,40.0,1,2,9
7600,20-24,rural,4,tube well or borehole,18.0,no facility/bush/field,no,no,26.0,1,0,2
7601,40-44,rural,9,tube well or borehole,10.0,pit latrine without slab/open pit,no,no,51.0,1,0,8
7602,30-34,rural,5,tube well or borehole,10.0,pit latrine with slab,no,no,36.0,2,1,6
7603,20-24,rural,4,tube well or borehole,8.0,no facility/bush/field,no,no,28.0,1,0,3
7604,30-34,rural,4,tube well or borehole,10.0,pit latrine without slab/open pit,no,no,40.0,0,3,5
7605,20-24,rural,8,tube well or borehole,3.0,no facility/bush/field,no,yes,32.0,0,2,3
7606,20-24,rural,8,tube well or borehole,3.0,no facility/bush/field,no,yes,32.0,0,0,2
7607,15-19,rural,8,tube well or borehole,3.0,no facility/bush/field,no,yes,32.0,0,0,0
7608,40-44,rural,4,tube well or borehole,18.0,no facility/bush/field,no,yes,40.0,0,1,8
7609,15-19,rural,5,tube well or borehole,25.0,pit latrine without slab/open pit,no,yes,65.0,0,0,0
7610,20-24,rural,7,tube well or borehole,0.0,no facility/bush/field,no,yes,35.0,0,0,3
7611,25-29,rural,4,tube well or borehole,16.0,pit latrine with slab,no,yes,28.0,1,1,7
7612,20-24,rural,6,tube well or borehole,10.0,no facility/bush/field,no,no,55.0,0,1,2
7613,45-49,rural,6,tube well or borehole,0.0,no facility/bush/field,no,yes,50.0,1,1,7
7614,15-19,rural,5,tube well or borehole,17.0,pit latrine with slab,no,yes,25.0,0,0,1
7615,15-19,rural,6,tube well or borehole,8.0,pit latrine without slab/open pit,no,yes,69.0,0,0,1
7616,25-29,rural,18,tube well or borehole,,pit latrine without slab/open pit,no,yes,60.0,0,0,3
7617,35-39,rural,9,tube well or borehole,8.0,pit latrine with slab,no,yes,71.0,0,0,5
7618,15-19,rural,9,tube well or borehole,8.0,pit latrine with slab,no,yes,71.0,0,0,0
7619,35-39,rural,9,tube well or borehole,13.0,pit latrine without slab/open pit,no,no,37.0,1,1,9
7620,40-44,rural,4,tube well or borehole,15.0,pit latrine without slab/open pit,no,no,40.0,3,0,8
7621,20-24,rural,4,tube well or borehole,10.0,ventilated improved pit latrine (vip),no,yes,37.0,0,0,1
7622,45-49,rural,5,tube well or borehole,20.0,pit latrine without slab/open pit,no,yes,55.0,0,0,4
7623,45-49,rural,8,tube well or borehole,5.0,pit latrine without slab/open pit,no,yes,68.0,2,1,8
7624,25-29,rural,5,tube well or borehole,,ventilated improved pit latrine (vip),no,yes,58.0,1,2,6
7625,15-19,rural,3,river/dam/lake/ponds/stream/canal/irrigation channel,40.0,no facility/bush/field,no,no,73.0,0,0,0
7626,40-44,rural,3,protected well,0.0,ventilated improved pit latrine (vip),no,yes,44.0,0,0,3
7627,35-39,rural,6,unprotected spring,101.0,ventilated improved pit latrine (vip),no,yes,36.0,1,1,8
7628,15-19,rural,6,unprotected spring,101.0,ventilated improved pit latrine (vip),no,yes,36.0,0,0,0
7629,25-29,rural,6,river/dam/lake/ponds/stream/canal/irrigation channel,7.0,no facility/bush/field,no,no,50.0,1,0,3
7630,25-29,rural,6,river/dam/lake/ponds/stream/canal/irrigation channel,7.0,no facility/bush/field,no,no,50.0,1,0,2
7631,30-34,rural,8,unprotected spring,5.0,ventilated improved pit latrine (vip),no,no,45.0,0,2,7
7632,35-39,rural,6,unprotected spring,9.0,ventilated improved pit latrine (vip),no,yes,66.0,0,1,3
7633,35-39,rural,11,protected spring,30.0,pit latrine without slab/open pit,no,yes,44.0,2,1,9
7634,20-24,rural,11,protected spring,30.0,pit latrine without slab/open pit,no,yes,44.0,0,0,0
7635,15-19,rural,3,river/dam/lake/ponds/stream/canal/irrigation channel,4.0,no facility/bush/field,no,no,28.0,0,0,2
7636,35-39,rural,5,unprotected spring,10.0,ventilated improved pit latrine (vip),no,yes,56.0,1,0,4
7637,45-49,rural,8,unprotected spring,30.0,pit latrine without slab/open pit,no,yes,45.0,2,0,10
7638,35-39,rural,6,unprotected spring,8.0,no facility/bush/field,no,no,35.0,0,0,6
7639,40-44,rural,11,protected spring,10.0,pit latrine without slab/open pit,no,no,65.0,0,0,6
7640,30-34,rural,11,protected spring,10.0,pit latrine without slab/open pit,no,no,65.0,0,0,5
7641,15-19,rural,11,protected spring,10.0,pit latrine without slab/open pit,no,no,65.0,0,0,0
7642,45-49,rural,6,unprotected spring,11.0,ventilated improved pit latrine (vip),no,no,79.0,2,2,9
7643,30-34,rural,7,river/dam/lake/ponds/stream/canal/irrigation channel,10.0,pit latrine without slab/open pit,no,yes,25.0,0,0,2
7644,45-49,rural,7,river/dam/lake/ponds/stream/canal/irrigation channel,10.0,pit latrine without slab/open pit,no,yes,25.0,0,0,10
7645,15-19,rural,7,river/dam/lake/ponds/stream/canal/irrigation channel,10.0,pit latrine without slab/open pit,no,yes,25.0,1,0,3
7646,45-49,rural,8,unprotected spring,5.0,ventilated improved pit latrine (vip),no,no,78.0,0,0,5
7647,20-24,rural,11,river/dam/lake/ponds/stream/canal/irrigation channel,10.0,pit latrine without slab/open pit,no,no,24.0,0,0,2
7648,15-19,rural,11,river/dam/lake/ponds/stream/canal/irrigation channel,10.0,pit latrine without slab/open pit,no,no,24.0,0,0,1
7649,15-19,rural,3,protected well,7.0,pit latrine with slab,no,yes,27.0,0,0,1
7650,35-39,rural,6,protected spring,25.0,pit latrine without slab/open pit,no,yes,45.0,2,0,7
7651,35-39,rural,8,unprotected spring,10.0,ventilated improved pit latrine (vip),no,yes,65.0,2,0,8
7652,15-19,rural,6,unprotected spring,10.0,pit latrine without slab/open pit,no,yes,25.0,0,0,1
7653,25-29,rural,6,unprotected spring,10.0,pit latrine without slab/open pit,no,yes,25.0,2,0,3
7654,40-44,rural,7,unprotected spring,15.0,no facility/bush/field,no,no,46.0,0,1,7
7655,15-19,rural,7,unprotected spring,15.0,no facility/bush/field,no,no,46.0,0,0,0
7656,30-34,rural,5,river/dam/lake/ponds/stream/canal/irrigation channel,9.0,no facility/bush/field,no,no,33.0,1,0,6
7657,40-44,rural,6,protected well,34.0,pit latrine with slab,no,no,40.0,0,0,4
7658,15-19,rural,5,unprotected spring,5.0,pit latrine with slab,no,yes,55.0,0,0,0
7659,25-29,rural,5,unprotected well,15.0,pit latrine with slab,no,no,40.0,0,0,3
7660,30-34,rural,5,unprotected well,30.0,pit latrine with slab,no,yes,25.0,0,1,4
7661,25-29,rural,2,protected well,20.0,pit latrine with slab,no,yes,25.0,0,0,0
7662,35-39,rural,3,tube well or borehole,4.0,pit latrine without slab/open pit,no,no,40.0,0,0,5
7663,30-34,rural,6,unprotected well,20.0,pit latrine without slab/open pit,no,yes,30.0,0,1,3
7664,45-49,rural,7,unprotected well,20.0,pit latrine with slab,no,yes,54.0,1,1,9
7665,40-44,rural,9,unprotected spring,20.0,no facility/bush/field,no,yes,50.0,2,2,8
7666,35-39,rural,9,unprotected spring,20.0,no facility/bush/field,no,yes,50.0,0,0,6
7667,45-49,rural,6,protected well,,no facility/bush/field,no,yes,45.0,1,0,6
7668,20-24,rural,7,tube well or borehole,5.0,pit latrine without slab/open pit,no,yes,32.0,0,0,2
7669,40-44,rural,4,protected well,,pit latrine with slab,no,no,40.0,0,0,2
7670,40-44,rural,8,protected well,20.0,pit latrine with slab,no,yes,40.0,0,0,7
7671,35-39,rural,6,tube well or borehole,10.0,pit latrine with slab,no,yes,45.0,0,0,8
7672,40-44,rural,11,protected well,,pit latrine with slab,no,yes,70.0,0,0,4
7673,20-24,rural,11,protected well,,pit latrine with slab,no,yes,70.0,0,0,1
7674,30-34,rural,11,protected well,,pit latrine with slab,no,yes,70.0,2,0,2
7675,35-39,rural,6,unprotected spring,30.0,pit latrine without slab/open pit,no,no,50.0,0,0,5
7676,20-24,rural,6,unprotected spring,30.0,pit latrine without slab/open pit,no,no,50.0,0,0,0
7677,30-34,rural,3,protected well,25.0,pit latrine with slab,no,no,32.0,1,0,4
7678,45-49,rural,5,protected well,6.0,pit latrine with slab,no,yes,55.0,1,1,7
7679,20-24,rural,5,tube well or borehole,60.0,pit latrine with slab,no,no,51.0,0,0,1
7680,35-39,rural,6,tube well or borehole,8.0,pit latrine without slab/open pit,no,no,45.0,0,0,6
7681,40-44,urban,9,protected well,15.0,pit latrine with slab,no,no,61.0,1,1,6
7682,25-29,urban,9,protected well,15.0,pit latrine with slab,no,no,61.0,0,0,0
7683,15-19,urban,9,protected well,15.0,pit latrine with slab,no,no,61.0,0,0,0
7684,30-34,urban,6,protected well,45.0,pit latrine with slab,no,no,35.0,1,0,5
7685,15-19,urban,5,protected well,21.0,pit latrine with slab,no,yes,39.0,0,0,0
7686,15-19,urban,5,protected well,21.0,pit latrine with slab,no,yes,39.0,0,0,0
7687,15-19,urban,5,protected well,21.0,pit latrine with slab,no,yes,39.0,0,0,0
7688,20-24,urban,5,tube well or borehole,60.0,pit latrine with slab,no,yes,21.0,0,0,3
7689,20-24,urban,6,protected well,20.0,pit latrine without slab/open pit,no,yes,20.0,0,1,1
7690,45-49,urban,6,protected well,20.0,pit latrine without slab/open pit,no,yes,20.0,1,1,5
7691,30-34,urban,7,protected well,20.0,pit latrine with slab,no,yes,40.0,0,0,4
7692,40-44,urban,10,protected well,10.0,pit latrine with slab,no,no,52.0,0,0,2
7693,30-34,urban,10,protected well,10.0,pit latrine with slab,no,no,52.0,0,0,4
7694,45-49,urban,10,protected well,10.0,pit latrine with slab,no,no,52.0,0,0,2
7695,15-19,urban,5,protected well,10.0,pit latrine with slab,no,yes,65.0,0,0,0
7696,20-24,urban,5,protected well,10.0,pit latrine with slab,no,yes,65.0,0,0,0
7697,15-19,urban,8,tube well or borehole,0.0,flush to piped sewer system,yes,yes,56.0,0,0,0
7698,15-19,urban,8,tube well or borehole,0.0,flush to piped sewer system,yes,yes,56.0,0,0,0
7699,20-24,urban,5,protected well,20.0,pit latrine with slab,no,yes,23.0,0,0,2
7700,15-19,urban,5,protected well,20.0,pit latrine with slab,no,yes,23.0,0,0,0
